Test Params,Subset Accuracy,Hamming Loss,Accuracy (Exp),Precision (Exp),Recall (Exp),F1 Score (Exp),One Error,Coverage,Ranking Loss,Average Precision,Accuracy (Micro),Accuracy (Macro),Precision (Micro),Precision (Macro),Recall (Micro),Recall (Macro),F1 Score (Micro),F1 Score (Macro),AUC (Micro),AUC (Macro)
0.38019934390430876,0.35669437050819397,0.14613854885101318,tensor(0.8364),"tensor(0.9996, dtype=torch.float64)",tensor(0.9875),0.90694260597229,0.0704208512673362,6.274071216583252,0.09076607972383499,0.9197248816490173,0.8538614511489868,0.8538614511489868,0.8622826933860779,0.8572500944137573,0.9821727275848389,0.9755761623382568,0.9183312654495239,0.90694260597229,0.8563209176063538,0.7639065384864807
