Test Params,Subset Accuracy,Hamming Loss,Accuracy (Exp),Precision (Exp),Recall (Exp),F1 Score (Exp),One Error,Coverage,Ranking Loss,Average Precision,Accuracy (Micro),Accuracy (Macro),Precision (Micro),Precision (Macro),Recall (Micro),Recall (Macro),F1 Score (Micro),F1 Score (Macro),AUC (Micro),AUC (Macro)
0.1771900798042112,0.4028530716896057,0.13208089768886566,tensor(0.8364),"tensor(0.9996, dtype=torch.float64)",tensor(1.0012),0.9057091474533081,0.06929167330888995,6.255523681640625,0.08776617795228958,0.9285992383956909,0.8679190874099731,0.8679190874099731,0.8940563797950745,0.877274751663208,0.9553144574165344,0.9366834163665771,0.9236708879470825,0.9057091474533081,0.8636209964752197,0.7790417671203613
