Test Params,Subset Accuracy,Hamming Loss,Accuracy (Exp),Precision (Exp),Recall (Exp),F1 Score (Exp),One Error,Coverage,Ranking Loss,Average Precision,Accuracy (Micro),Accuracy (Macro),Precision (Micro),Precision (Macro),Recall (Micro),Recall (Macro),F1 Score (Micro),F1 Score (Macro),AUC (Micro),AUC (Macro)
0.3447695643571048,0.38314083218574524,0.13832345604896545,tensor(0.8364),"tensor(0.9996, dtype=torch.float64)",tensor(0.9799),0.9048305749893188,0.0716563047983421,6.283511161804199,0.09227214753627777,0.9219740033149719,0.8616765141487122,0.8616765737533569,0.8816538453102112,0.8658919334411621,0.9640568494796753,0.9489288926124573,0.9210158586502075,0.9048305749893188,0.85881108045578,0.7682186365127563
