Test Params,Subset Accuracy,Hamming Loss,Accuracy (Exp),Precision (Exp),Recall (Exp),F1 Score (Exp),One Error,Coverage,Ranking Loss,Average Precision,Accuracy (Micro),Accuracy (Macro),Precision (Micro),Precision (Macro),Recall (Micro),Recall (Macro),F1 Score (Micro),F1 Score (Macro),AUC (Micro),AUC (Macro)
"[0.4195099878736405, 0.4530816554777814, 0.35115998102347445]",0.3814331889152527,0.13824088871479034,tensor(0.8364),"tensor(0.9996, dtype=torch.float64)",tensor(0.9831),0.9070870876312256,0.07000903342366757,6.278589725494385,0.09138023853302002,0.921488344669342,0.8617591261863708,0.8617590665817261,0.8773046135902405,0.86380934715271,0.9704738259315491,0.9582467675209045,0.9215403199195862,0.9070870876312256,0.8590024709701538,0.7680345773696899
