Test Params,Subset Accuracy,Hamming Loss,Accuracy (Exp),Precision (Exp),Recall (Exp),F1 Score (Exp),One Error,Coverage,Ranking Loss,Average Precision,Accuracy (Micro),Accuracy (Macro),Precision (Micro),Precision (Macro),Recall (Micro),Recall (Macro),F1 Score (Micro),F1 Score (Macro),AUC (Micro),AUC (Macro)
"[0.3169580498878183, 0.2005247298770219, 0.2917563393221241]",0.39655670523643494,0.13395491242408752,tensor(0.8364),"tensor(0.9996, dtype=torch.float64)",tensor(0.9822),0.9091464281082153,0.07023486901535682,6.263256072998047,0.08896999061107635,0.9276474714279175,0.8660450577735901,0.8660451173782349,0.8819324970245361,0.867527961730957,0.9696872234344482,0.9570782780647278,0.9237303733825684,0.9091464281082153,0.8629093170166016,0.7763381004333496
