Test Params,Subset Accuracy,Hamming Loss,Accuracy (Exp),Precision (Exp),Recall (Exp),F1 Score (Exp),One Error,Coverage,Ranking Loss,Average Precision,Accuracy (Micro),Accuracy (Macro),Precision (Micro),Precision (Macro),Recall (Micro),Recall (Macro),F1 Score (Micro),F1 Score (Macro),AUC (Micro),AUC (Macro)
0.2237321327000702,0.3994990885257721,0.13318553566932678,tensor(0.8364),"tensor(0.9996, dtype=torch.float64)",tensor(0.9785),0.9096357822418213,0.06990275785110792,6.260217189788818,0.08853709697723389,0.925751268863678,0.8668144345283508,0.8668144941329956,0.8823346495628357,0.8677302598953247,0.970170259475708,0.9576428532600403,0.9241700768470764,0.9096357822418213,0.863423764705658,0.7753182649612427
