,Subset Accuracy,Hamming Loss,Accuracy (Exact Match),Precision,Recall,F1 Score,One Error,Coverage,Ranking Loss,Average Precision,Accuracy (Micro),Accuracy (Macro),Precision (Micro),Precision (Macro),Recall (Micro),Recall (Macro),F1 Score (Micro),F1 Score (Macro),AUC (Micro),AUC (Macro)
0,0.41446369886398315,0.12714950740337372,0.8615904450416565,0.9583207997005714,0.8936170641308642,0.9100812673568726,0.07199118930448481,6.587191581726074,0.308641254901886,0.8717294931411743,0.8728505373001099,0.8728504180908203,0.8962873816490173,0.8805814981460571,0.9590618014335632,0.9421629905700684,0.9266126155853271,0.9100812673568726,0.6946431398391724,0.5573378205299377
0,0.416072815656662,0.12758560478687286,0.862546980381012,0.9710628082781512,0.8838526088568237,0.9137516021728516,0.07199118930448481,6.641984462738037,0.35448330640792847,0.8676737546920776,0.8724144101142883,0.8724143505096436,0.886310875415802,0.8725879192352295,0.9722809791564941,0.960932731628418,0.9273076057434082,0.9137516021728516,0.6659801006317139,0.5526295304298401
0,0.4163118898868561,0.1273859441280365,0.8621782660484314,0.9666916682539419,0.8870804845319453,0.912652850151062,0.07199118930448481,6.627529621124268,0.3413253128528595,0.8691234588623047,0.8726140856742859,0.8726140260696411,0.8896123766899109,0.8752698302268982,0.9679054617881775,0.9547908902168274,0.927108883857727,0.912652850151062,0.6756372451782227,0.5543875694274902
0,0.41646820306777954,0.12745818495750427,0.8619746565818787,0.9648446814706348,0.8885326783008188,0.9119442701339722,0.07199118930448481,6.623208045959473,0.33394646644592285,0.8693049550056458,0.8725418448448181,0.8725417852401733,0.8909198045730591,0.8758431673049927,0.9659876227378845,0.9518619179725647,0.9269363880157471,0.9119442701339722,0.679379940032959,0.5545648336410522
0,0.41499701142311096,0.12787458300590515,0.8617016673088074,0.9652329066425529,0.8880811172341138,0.9116472005844116,0.07199118930448481,6.625644683837891,0.3334861099720001,0.868647038936615,0.8721254467964172,0.8721253871917725,0.8903124332427979,0.875039279460907,0.9662638306617737,0.9520672559738159,0.9267345666885376,0.9116472005844116,0.6775317788124084,0.5536342263221741
0,0.41723138093948364,0.12675411999225616,0.8625176548957825,0.9638907899144755,0.8898109993850846,0.9121259450912476,0.07199118930448481,6.605020523071289,0.3265211880207062,0.8705317378044128,0.873245894908905,0.8732458353042603,0.8924620747566223,0.8776770830154419,0.9648137092590332,0.9504059553146362,0.9272286295890808,0.9121259450912476,0.6839660406112671,0.5561214685440063
