Test Params,Subset Accuracy,Hamming Loss,Accuracy (Exp),Precision (Exp),Recall (Exp),F1 Score (Exp),One Error,Coverage,Ranking Loss,Average Precision,Accuracy (Micro),Accuracy (Macro),Precision (Micro),Precision (Macro),Recall (Micro),Recall (Macro),F1 Score (Micro),F1 Score (Macro),AUC (Micro),AUC (Macro)
"[0.09500763931836997, 0.124127777200923, 0.4922225055277898]",0.4021875262260437,0.13290156424045563,tensor(0.8364),"tensor(0.9996, dtype=torch.float64)",tensor(0.9917),0.906476616859436,0.06975662893883841,6.263448715209961,0.08896225690841675,0.9272376298904419,0.8670984506607056,0.8670984506607056,0.8901453018188477,0.8734381198883057,0.9595510363578796,0.942535936832428,0.9235460162162781,0.906476616859436,0.8661057949066162,0.7786943316459656
