epoch,accuracy,loss,val_accuracy,val_loss
0,0.4130522608757019,0.01618565060198307,0.40097466111183167,0.015394384041428566
1,0.39537033438682556,0.01579410769045353,0.38359615206718445,0.015279981307685375
2,0.39766448736190796,0.01579124853014946,0.18276861310005188,0.015228291042149067
3,0.39540940523147583,0.015801914036273956,0.29314514994621277,0.01530239824205637
4,0.3809618055820465,0.015802014619112015,0.40909382700920105,0.015284072607755661
5,0.38724425435066223,0.015807228162884712,0.33512023091316223,0.015366177074611187
6,0.3950071334838867,0.015810728073120117,0.37695738673210144,0.015283683314919472
7,0.4038159251213074,0.015810620039701462,0.26763826608657837,0.015244505368173122
8,0.3936278820037842,0.01581656187772751,0.36548203229904175,0.015292245894670486
9,0.3942968249320984,0.01580263115465641,0.18656612932682037,0.015252395533025265
