epoch,accuracy,loss,val_accuracy,val_loss
0,0.6841570734977722,0.01708993874490261,0.43078479170799255,0.01612495258450508
1,0.696765661239624,0.01678643561899662,0.3008413314819336,0.01602514088153839
2,0.666716456413269,0.016785217449069023,0.4326421916484833,0.016111332923173904
3,0.6398096680641174,0.016770601272583008,0.4550963044166565,0.01616913266479969
4,0.6470093131065369,0.01678389124572277,0.29383477568626404,0.016066163778305054
5,0.6003149151802063,0.016783414408564568,0.529382586479187,0.016034500673413277
6,0.6481633186340332,0.016793420538306236,0.46953243017196655,0.016072120517492294
7,0.6856351494789124,0.016784055158495903,0.4410187900066376,0.016022486612200737
8,0.631301999092102,0.016781801357865334,0.6321548223495483,0.016172612085938454
9,0.6249390840530396,0.016798188909888268,0.4360811114311218,0.016027778387069702
