epoch,accuracy,loss,val_accuracy,val_loss
0,0.33798447251319885,0.015625812113285065,0.22400809824466705,0.014939811080694199
1,0.29935404658317566,0.015274683013558388,0.32294607162475586,0.014843096025288105
2,0.29700472950935364,0.015262196771800518,0.44243481755256653,0.014885200187563896
3,0.3031952679157257,0.015256596729159355,0.26126614212989807,0.014851479791104794
4,0.2992437183856964,0.015261056832969189,0.35661807656288147,0.014883126132190228
5,0.30444806814193726,0.015263017266988754,0.15922945737838745,0.014875019900500774
6,0.3099052906036377,0.015260857529938221,0.3169969320297241,0.014871793799102306
7,0.3220219612121582,0.015265424735844135,0.2934210002422333,0.014881161041557789
8,0.29394739866256714,0.01526094414293766,0.342724472284317,0.014891184866428375
9,0.29511746764183044,0.015270564705133438,0.41750723123550415,0.014885376207530499
