epoch,accuracy,loss,val_accuracy,val_loss
0,0.4923313856124878,0.016644228249788284,0.2700565457344055,0.015760434791445732
1,0.47995495796203613,0.016386328265070915,0.2677854001522064,0.015693873167037964
2,0.4859132766723633,0.016407355666160583,0.3900602161884308,0.015731221064925194
3,0.4988575279712677,0.016414016485214233,0.5602868795394897,0.015889141708612442
4,0.5022274851799011,0.0164248738437891,0.2838490307331085,0.015786265954375267
5,0.4895361065864563,0.016427645459771156,0.5628615021705627,0.015834325924515724
6,0.4898257553577423,0.01642351783812046,0.505392849445343,0.01573369838297367
7,0.49453818798065186,0.016434071585536003,0.3292354345321655,0.015737168490886688
8,0.48892465233802795,0.01642490178346634,0.32959404587745667,0.015775350853800774
9,0.49615880846977234,0.01642860285937786,0.5152958631515503,0.015789000317454338
