epoch,accuracy,loss,val_accuracy,val_loss
0,0.45553308725357056,0.016066495329141617,0.4459289312362671,0.015004634857177734
1,0.39389222860336304,0.015395218506455421,0.15155164897441864,0.014877458103001118
2,0.38745805621147156,0.015322268009185791,0.22172774374485016,0.014851190149784088
3,0.36268216371536255,0.015239473432302475,0.2633534073829651,0.01478936430066824
4,0.3515309691429138,0.015213723294436932,0.3146797716617584,0.014779357239603996
5,0.3327065408229828,0.015205551870167255,0.35384121537208557,0.014805108308792114
6,0.3252563178539276,0.015216030180454254,0.15062296390533447,0.014801866374909878
7,0.31419244408607483,0.015222935006022453,0.2838214337825775,0.014796304516494274
8,0.31154659390449524,0.015218308195471764,0.16865430772304535,0.014835188165307045
9,0.2991402745246887,0.015227291733026505,0.3256402015686035,0.014831669628620148
