epoch,accuracy,loss,val_accuracy,val_loss
0,0.3762815594673157,0.016195619478821754,0.27220818400382996,0.015372766181826591
1,0.39929428696632385,0.015921546146273613,0.007245643995702267,0.01535902451723814
2,0.3825318515300751,0.01592591591179371,0.22404487431049347,0.015378110110759735
3,0.38660749793052673,0.015913765877485275,0.39355432987213135,0.015407825820147991
4,0.39312905073165894,0.01589716039597988,0.29467150568962097,0.015364482998847961
5,0.3926348090171814,0.015880538150668144,0.2483380138874054,0.015321285463869572
6,0.3969334661960602,0.01589008793234825,0.4752333164215088,0.015343653969466686
7,0.3867477476596832,0.01588881015777588,0.5016596913337708,0.01536314282566309
8,0.4145257771015167,0.0158863365650177,0.26427289843559265,0.015378755517303944
9,0.395073801279068,0.015906276181340218,0.35963404178619385,0.015358727425336838
