epoch,accuracy,loss,val_accuracy,val_loss
0,0.4235920310020447,0.015941374003887177,0.24560709297657013,0.015090909786522388
1,0.4009631872177124,0.01558711938560009,0.4418371617794037,0.015071926638484001
2,0.3737621307373047,0.01554054208099842,0.2636292576789856,0.015071962028741837
3,0.3514711856842041,0.015533998608589172,0.33521217107772827,0.015100359916687012
4,0.361358106136322,0.015533857978880405,0.2628476917743683,0.015111079439520836
5,0.34056365489959717,0.015533308498561382,0.36325687170028687,0.015079799108207226
6,0.3558433949947357,0.015530889853835106,0.271867960691452,0.015022936277091503
7,0.3490368127822876,0.01552954688668251,0.3146522045135498,0.01509840227663517
8,0.35036778450012207,0.015539697371423244,0.34894946217536926,0.015086901374161243
9,0.3612707555294037,0.015545019879937172,0.28670865297317505,0.015081950463354588
