epoch,accuracy,loss,val_accuracy,val_loss
0,0.6987977623939514,0.01768283173441887,0.5981793999671936,0.016903651878237724
1,0.7727552652359009,0.017351211979985237,0.326348215341568,0.016831407323479652
2,0.7620707154273987,0.01736324094235897,0.9202611446380615,0.017043480649590492
3,0.6941060423851013,0.01735927350819111,0.5473679304122925,0.016746604815125465
4,0.7423428893089294,0.017358995974063873,0.9072870016098022,0.016853881999850273
5,0.7876304388046265,0.017377838492393494,0.8822674751281738,0.01691129431128502
6,0.730885922908783,0.017363011837005615,0.821047306060791,0.01676499843597412
7,0.7804790735244751,0.017360487952828407,0.7554687261581421,0.016873667016625404
8,0.7163440585136414,0.0173773355782032,0.004045790992677212,0.016868604347109795
9,0.7685554623603821,0.01737251505255699,0.780267596244812,0.016984712332487106
