epoch,accuracy,loss,val_accuracy,val_loss
0,0.4624361991882324,0.016078956425189972,0.4472346007823944,0.015078417956829071
1,0.37478047609329224,0.01548618171364069,0.31760379672050476,0.014937751926481724
2,0.3653900921344757,0.015359554439783096,0.1639464795589447,0.01483875047415495
3,0.3433336317539215,0.015260555781424046,0.40170106291770935,0.014853563159704208
4,0.36344075202941895,0.015227035619318485,0.3936370611190796,0.014819174073636532
5,0.3665808439254761,0.015184233896434307,0.35806170105934143,0.014873798005282879
6,0.3292791247367859,0.015167269855737686,0.32954806089401245,0.014776146039366722
7,0.3148728907108307,0.015165652148425579,0.3506321609020233,0.014798924326896667
8,0.3183554708957672,0.015165524557232857,0.21405912935733795,0.014765482395887375
9,0.3017723262310028,0.015161273069679737,0.2778998613357544,0.014776230789721012
