epoch,accuracy,loss,val_accuracy,val_loss
0,0.3701140284538269,0.015682151541113853,0.3148728907108307,0.01495419256389141
1,0.352795273065567,0.015269843861460686,0.2807686924934387,0.014923729002475739
2,0.3412371873855591,0.015249648131430149,0.20401820540428162,0.014903074130415916
3,0.32598501443862915,0.015248766168951988,0.2695416212081909,0.01483761053532362
4,0.3353478014469147,0.01523982547223568,0.22067031264305115,0.014868716709315777
5,0.33369728922843933,0.015247252769768238,0.326348215341568,0.014859233051538467
6,0.3274906873703003,0.01524383295327425,0.3923405706882477,0.0148561866953969
7,0.33527883887290955,0.015250765718519688,0.3166567087173462,0.014855677261948586
8,0.32802170515060425,0.015248403884470463,0.32728609442710876,0.014873729087412357
9,0.3284469544887543,0.015251441858708858,0.2776975631713867,0.014887236058712006
