epoch,accuracy,loss,val_accuracy,val_loss
0,0.4550549387931824,0.016056522727012634,0.21713024377822876,0.015104894526302814
1,0.4160429537296295,0.015453407540917397,0.21881292760372162,0.014901076443493366
2,0.36917153000831604,0.015294071286916733,0.4928049147129059,0.014806647785007954
3,0.3567698001861572,0.015217816457152367,0.14668750762939453,0.014803650788962841
4,0.3393154442310333,0.0151983592659235,0.15024596452713013,0.014786862768232822
5,0.327260822057724,0.01517630834132433,0.2970897853374481,0.014749585650861263
6,0.34231069684028625,0.01515838410705328,0.38212496042251587,0.014762286096811295
7,0.3326076865196228,0.015149475075304508,0.3650866746902466,0.014757867902517319
8,0.33066296577453613,0.015141422860324383,0.36062708497047424,0.014804910868406296
9,0.3283458352088928,0.015138743445277214,0.3814169466495514,0.014825672842562199
