epoch,accuracy,loss,val_accuracy,val_loss
0,0.7579720616340637,0.017621560022234917,0.5788975358009338,0.01686100661754608
1,0.7620822191238403,0.01734522171318531,0.7183026075363159,0.016853032633662224
2,0.7725943922996521,0.017347021028399467,0.8605765104293823,0.017067985609173775
3,0.7522619366645813,0.01735714264214039,0.5197830200195312,0.01683674193918705
4,0.7302445769309998,0.017366057261824608,0.8738448619842529,0.01706819050014019
5,0.7535262703895569,0.01737806759774685,0.9418785572052002,0.016908694058656693
6,0.7401039004325867,0.0173795185983181,0.4103075861930847,0.016973653808236122
7,0.7617304921150208,0.01741025783121586,0.8343983888626099,0.01701485365629196
8,0.7741712927818298,0.01739622838795185,0.8607972264289856,0.016935454681515694
9,0.7257068753242493,0.017392918467521667,0.7494184374809265,0.01685352809727192
